,activity_type,duration,day
0,entertainment,29.868342689027834,16
1,exercise,0.7981508980070339,16
2,other,20.170747765580135,16
3,rest,38.1856933792092,16
4,social,10.78117967647662,16
5,work,0.19588559169918512,16
6,entertainment,44.2504248789016,17
7,exercise,1.4444656644579892,17
8,other,9.014492532042594,17
9,rest,36.28332622821005,17
10,social,8.780018470916593,17
11,work,0.2272722254711785,17
12,entertainment,38.089254662746086,18
13,exercise,3.3185325287207426,18
14,other,10.325545661865586,18
15,rest,34.48375776960532,18
16,social,12.423405856853567,18
17,work,1.3595035202087038,18
18,entertainment,5.866793255731798,19
19,exercise,2.4741239172078306,19
20,other,41.291790965603845,19
21,rest,37.347569727321705,19
22,social,8.104234974441841,19
23,work,4.915487159692982,19
24,entertainment,30.58071208486427,20
25,exercise,4.101539804136853,20
26,other,7.626764499342639,20
27,rest,40.5925423412433,20
28,social,17.084058714498042,20
29,work,0.014382555914888847,20
30,entertainment,34.78860192518744,21
31,exercise,3.7138190775787354,21
32,other,10.563466025200157,21
33,rest,37.7449918026887,21
34,social,12.750567448231893,21
35,work,0.4385537211130694,21
36,entertainment,7.327899013006375,22
37,exercise,0.18799343776458666,22
38,other,26.96377891135323,22
39,rest,37.65949414620036,22
40,social,27.782018291230877,22
41,work,0.07881620044457738,22
