,activity_type,duration,day
0,entertainment,0.2516740597836955,30
1,exercise,7.437827852011908,30
2,other,22.113790160008246,30
3,rest,35.52663401058286,30
4,social,34.66688401183728,30
5,work,0.0031899057760072713,30
6,entertainment,0.16786045488775375,1
7,exercise,6.61391757619081,1
8,other,15.6990978865795,1
9,rest,37.22499971360318,1
10,social,13.195277028016502,1
11,work,27.098847340722255,1
12,entertainment,0.14068202784705278,2
13,exercise,9.63230239325158,2
14,other,6.294916194660252,2
15,rest,36.875894172695816,2
16,social,47.0562052115453,2
17,entertainment,2.094078171010353,3
18,exercise,20.269191177845922,3
19,other,25.636209999745986,3
20,rest,30.72206614156355,3
21,social,20.967377742391484,3
22,work,0.3110767674427095,3
23,entertainment,23.959057906721316,4
24,exercise,10.905008387518421,4
25,other,10.220081343838823,4
26,rest,23.945089164998564,4
27,social,30.79138750038298,4
28,work,0.1793756965398925,4
29,entertainment,6.8376454129496205,5
30,exercise,4.8365621948476125,5
31,other,43.39971101971623,5
32,rest,35.70636983288495,5
33,social,9.117440448655888,5
34,work,0.10227109094569314,5
35,exercise,0.5155771825240658,6
36,other,22.894736481573407,6
37,rest,37.2541072953337,6
38,social,38.98713331772332,6
39,work,0.34844572284550707,6
