,activity_type,duration,day
0,entertainment,26.598897037942475,16
1,exercise,4.6166810987219336,16
2,other,21.062218550770197,16
3,rest,38.8947871411747,16
4,social,7.790832736434418,16
5,work,1.036583434956268,16
6,entertainment,1.6404210060137716,17
7,exercise,13.33362233588023,17
8,other,35.71522718413081,17
9,rest,33.993470202029776,17
10,social,15.026065993625576,17
11,work,0.2911932783198379,17
12,entertainment,34.55715739009791,18
13,exercise,8.884877031040647,18
14,other,11.598750827821792,18
15,rest,40.29798515472181,18
16,social,4.391780786470571,18
17,work,0.26944880984726555,18
18,entertainment,7.8910739770433915,19
19,exercise,13.945659806042285,19
20,other,17.546847318404257,19
21,rest,37.44135801934881,19
22,social,21.167724492911717,19
23,work,2.0073363862495386,19
24,entertainment,1.0701005673741848,20
25,exercise,8.817170941235231,20
26,other,20.41305199765561,20
27,rest,38.824215698239826,20
28,social,30.82173687303285,20
29,work,0.05372392246229755,20
30,entertainment,21.924220454372556,21
31,exercise,8.989032572149968,21
32,other,24.555283480454232,21
33,rest,38.08790041558244,21
34,social,5.719026114267677,21
35,work,0.7245369631731268,21
36,entertainment,31.816999386242824,22
37,exercise,10.434778036848762,22
38,other,11.313648554645148,22
39,rest,38.45938521899306,22
40,social,6.518350504052396,22
41,work,1.4568382992178088,22
