,activity_type,duration,day
0,entertainment,2.2231857815011162,30
1,exercise,5.625879043600563,30
2,other,46.88148768581827,30
3,rest,38.033654660906755,30
4,social,7.188804642464046,30
5,work,0.046988185709239925,30
6,entertainment,0.6057241366616983,1
7,exercise,18.867798615045587,1
8,other,23.09672661924657,1
9,rest,36.287967978464174,1
10,social,8.52455513150803,1
11,work,12.617227519073937,1
12,entertainment,3.4049761443361595,2
13,exercise,23.9966349771247,2
14,other,27.496301015492,2
15,rest,40.14516870011591,2
16,social,4.805027019766052,2
17,work,0.15189214316517272,2
18,entertainment,9.222527900446757,3
19,exercise,0.06640291901255202,3
20,other,36.317841982876004,3
21,rest,38.2948639509012,3
22,social,16.077691838886036,3
23,work,0.020671407877448297,3
24,entertainment,6.60606299095446,4
25,exercise,17.524899917166145,4
26,other,25.524275331187162,4
27,rest,39.011689802757864,4
28,social,11.333071957934367,4
29,entertainment,4.074559091715087,5
30,exercise,13.421146742953496,5
31,other,29.181266247068276,5
32,rest,38.476080737885965,5
33,social,14.796161421947044,5
34,work,0.0507857584301282,5
35,entertainment,1.4865789738961548,6
36,exercise,0.03950844228084034,6
37,other,18.532637866340895,6
38,rest,67.74903964848762,6
39,social,12.185477535113515,6
40,work,0.0067575338809675685,6
