,activity_type,duration,day
0,entertainment,14.723309542370593,8
1,exercise,0.2519552375978585,8
2,other,34.753253243185256,8
3,rest,37.93843467148886,8
4,social,11.71014305017644,8
5,work,0.6229042551809979,8
6,entertainment,15.614524920198395,9
7,exercise,0.17452610787432266,9
8,other,20.58952858858266,9
9,rest,37.69774344235162,9
10,social,25.908135558118182,9
11,work,0.015541382874817024,9
12,entertainment,6.960920704507319,10
13,exercise,2.9989033235697407,10
14,other,17.528326288294544,10
15,rest,36.948192986990655,10
16,social,34.93385353618563,10
17,work,0.6298031604521175,10
18,entertainment,24.75647336165447,11
19,exercise,7.652535767245879,11
20,other,34.197892074344715,11
21,rest,25.874430955993933,11
22,social,2.8897616582728713,11
23,work,4.6289061824881355,11
24,entertainment,4.702505470698706,12
25,exercise,9.337925455330339,12
26,other,55.90652396321555,12
27,rest,25.0138330793986,12
28,social,4.222211896783293,12
29,work,0.8170001345735142,12
30,entertainment,6.847603879745577,13
31,exercise,10.484481377654342,13
32,other,28.462230993873078,13
33,rest,42.577160286809615,13
34,social,9.487238644266194,13
35,work,2.141284817651192,13
36,entertainment,1.8996080920146854,14
37,exercise,0.6267119258967802,14
38,other,24.60513084844163,14
39,rest,70.20491866149202,14
40,social,2.4997775002982445,14
41,work,0.16385297185665476,14
