,activity_type,duration,day
0,entertainment,0.13720061291878588,30
1,exercise,1.7373094933450541,30
2,other,21.145086193222603,30
3,rest,39.94552242997973,30
4,social,36.73786652347902,30
5,work,0.29701474705480485,30
6,entertainment,0.0029343803489117297,1
7,exercise,0.018675560476287677,1
8,other,25.700465862972106,1
9,rest,37.319612882895,1
10,social,36.42537244981926,1
11,work,0.5329388634884308,1
12,exercise,0.4986719810545647,2
13,other,61.44942542593331,2
14,rest,37.53478747822361,2
15,work,0.5171151147885054,2
16,exercise,0.0158270342566512,3
17,other,31.825821183199597,3
18,rest,37.849873088143774,3
19,social,15.43057508121711,3
20,work,14.877903613182871,3
21,entertainment,9.87618575971517,4
22,exercise,0.3767050141767416,4
23,other,13.029641734852957,4
24,rest,64.02756536517646,4
25,social,5.766056525648121,4
26,work,6.923845600430542,4
