,activity_type,duration,day
0,entertainment,12.195773372708068,16
1,exercise,4.492252252001088,16
2,other,35.17228653413356,16
3,rest,33.61464150939889,16
4,social,7.691442453946452,16
5,work,6.833603877811938,16
6,entertainment,36.58071210692462,17
7,exercise,1.5566606307743995,17
8,other,17.970587462219328,17
9,rest,36.09732615450377,17
10,social,7.455262431905907,17
11,work,0.3394512136719744,17
12,entertainment,11.20755540042398,18
13,exercise,6.160268874850875,18
14,other,15.088289590264479,18
15,rest,24.34263724100081,18
16,social,43.165662387437024,18
17,work,0.03558650602283108,18
18,entertainment,11.646858408612069,19
19,exercise,9.315160404073758,19
20,other,36.47092772529892,19
21,rest,37.40845100157365,19
22,social,5.157587199744952,19
23,work,0.0010152606966491178,19
24,entertainment,9.959528770218919,20
25,exercise,3.9320271024554563,20
26,other,37.501586513596244,20
27,rest,39.16196225696018,20
28,social,9.396233399708995,20
29,work,0.04866195706020946,20
30,entertainment,8.454467090219088,21
31,exercise,0.09591560426865095,21
32,other,36.10818757204422,21
33,rest,37.18469013783681,21
34,social,18.107682551472738,21
35,work,0.049057044158495995,21
36,entertainment,7.810131380399402,22
37,exercise,0.20699724318243468,22
38,other,21.376165848798237,22
39,rest,48.77757741830294,22
40,social,21.49163608410398,22
41,work,0.33749202521300364,22
