,activity_type,duration,day
0,entertainment,0.0038883876439973868,30
1,exercise,0.8075948724437855,30
2,other,39.91543112115667,30
3,rest,38.5726512898296,30
4,social,17.08643511223917,30
5,work,3.613999216686778,30
6,entertainment,0.0017831871425680753,1
7,exercise,0.09454407689779756,1
8,other,13.881470265156631,1
9,rest,34.927841404060686,1
10,social,47.16063924325537,1
11,work,3.9337218234869518,1
12,entertainment,0.4057784451326474,2
13,exercise,0.01571788479561253,2
14,other,46.52176536753977,2
15,rest,35.49623537908113,2
16,social,16.73382793710794,2
17,work,0.8266749863428964,2
18,entertainment,4.614371715462153,3
19,exercise,0.3138397265848845,3
20,other,43.213087272767076,3
21,rest,35.57261554702792,3
22,social,15.352498302363426,3
23,work,0.9335874357945352,3
24,entertainment,0.01867350763602074,4
25,exercise,0.11963249152021518,4
26,other,25.686731472787,4
27,rest,37.26521968530259,4
28,social,36.660635868970736,4
29,work,0.249106973783434,4
30,entertainment,1.4784835261934248,5
31,exercise,0.5998717950506334,5
32,other,47.349540444426175,5
33,rest,36.2851672962994,5
34,social,11.81392319457886,5
35,work,2.473013743451508,5
36,entertainment,0.23525294556521562,6
37,exercise,3.8082404305795894,6
38,other,22.675447418104977,6
39,rest,65.35370193414374,6
40,social,7.2209600578713005,6
41,work,0.7063972137351707,6
