,activity_type,duration,day
0,entertainment,11.34449112891688,16
1,exercise,0.3889159348977006,16
2,other,30.698167893573387,16
3,rest,51.673797536079846,16
4,social,5.608164354827289,16
5,work,0.28646315170489384,16
6,entertainment,0.5106625923499096,17
7,exercise,0.6915592851316101,17
8,other,51.22294411562949,17
9,rest,41.70548856303694,17
10,social,5.70475579877876,17
11,work,0.16458964507330004,17
12,entertainment,0.947476173354345,18
13,exercise,0.026807654876156675,18
14,other,43.940472242732255,18
15,rest,42.64633753950263,18
16,social,12.25124391176135,18
17,work,0.1876624777732646,18
18,entertainment,3.371568089164835,19
19,exercise,3.1295956493439623,19
20,other,48.144417610148146,19
21,rest,35.744408281544224,19
22,social,9.586548761840994,19
23,work,0.023461607957835386,19
24,entertainment,3.946790139230004,20
25,exercise,1.8237163335358126,20
26,other,41.60499523257506,20
27,rest,37.463890283314264,20
28,social,15.03791014805344,20
29,work,0.12269786329142723,20
30,entertainment,2.9222903768986956,21
31,exercise,0.012398074811011565,21
32,other,22.63256515287887,21
33,rest,39.28180643423495,21
34,social,35.05028607272432,21
35,work,0.10065388845215432,21
36,entertainment,1.5817995074569688,22
37,exercise,0.30560850316805205,22
38,other,28.846283498316733,22
39,rest,37.86846226929184,22
40,social,8.74803174905849,22
41,work,22.649814472707916,22
