,activity_type,duration,day
0,entertainment,4.186057574446701,16
1,exercise,1.5878428257366715,16
2,other,11.61251468450221,16
3,rest,34.79952133561911,16
4,social,37.7316572284446,16
5,work,10.08240635125071,16
6,entertainment,2.8099176732595885,17
7,exercise,0.02000636220820089,17
8,other,29.807843735558347,17
9,rest,30.527174460663847,17
10,social,36.356491123619186,17
11,work,0.47856664469082927,17
12,entertainment,2.4360571505613695,18
13,exercise,0.021519727203760622,18
14,other,48.7149567885805,18
15,rest,32.52877542283218,18
16,social,16.19204281170624,18
17,work,0.10664809911594475,18
18,entertainment,16.623908976416125,19
19,exercise,2.3592266757991704,19
20,other,14.095661773685187,19
21,rest,37.10280922631009,19
22,social,25.66326961412116,19
23,work,4.155123733668266,19
24,entertainment,9.645865957395946,20
25,exercise,1.0741046941692993,20
26,other,36.72907716959558,20
27,rest,39.15701814277025,20
28,social,7.731444327477992,20
29,work,5.66248970859094,20
30,entertainment,3.0061749246437253,21
31,exercise,1.1858926513600314,21
32,other,49.70092553368123,21
33,rest,38.71236162507438,21
34,social,5.290762306559025,21
35,work,2.1038829586816106,21
36,entertainment,0.1480353061227191,22
37,exercise,1.1129925167223391,22
38,other,52.3509307837857,22
39,rest,37.37395683400116,22
40,social,8.392274509555335,22
41,work,0.6218100498127445,22
