,activity_type,duration,day
0,entertainment,2.524253788545561,8
1,exercise,0.18386522638133795,8
2,other,39.71858390184745,8
3,rest,40.17284461788747,8
4,social,17.35582516313817,8
5,work,0.04462730220000623,8
6,entertainment,2.8951720767172664,9
7,exercise,4.969728928512597,9
8,other,34.23808496996485,9
9,rest,36.38782565805907,9
10,social,18.020469895212084,9
11,work,3.4887184715341246,9
12,entertainment,0.43773406638667656,10
13,exercise,0.010650459497537209,10
14,other,4.088337195770837,10
15,social,95.25178727220087,10
16,work,0.21149100614407504,10
17,entertainment,1.2477992213210733,13
18,exercise,0.01878873083183213,13
19,other,58.85137387276021,13
20,rest,19.87546540889533,13
21,social,17.527077279068955,13
22,work,2.479495487122592,13
23,entertainment,1.5747634413934792,14
24,exercise,25.114190618788612,14
25,other,21.251169721315637,14
26,rest,35.65053082779863,14
27,social,15.73918191204996,14
28,work,0.6701634786536772,14
