,activity_type,duration,day
0,entertainment,6.226489263755887,8
1,exercise,1.0599458269004425,8
2,other,44.99229083672881,8
3,rest,37.61728220836468,8
4,social,5.7667938768253,8
5,work,4.337197987424873,8
6,entertainment,1.6504579357650515,9
7,exercise,0.1685545379205221,9
8,other,46.22277219938658,9
9,rest,38.9423936046232,9
10,social,8.546378829697101,9
11,work,4.4694428926075425,9
12,entertainment,7.230446670656781,10
13,exercise,0.8310218848535302,10
14,other,44.07122618340616,10
15,rest,37.025352814138316,10
16,social,9.829074317255248,10
17,work,1.012878129689964,10
18,entertainment,5.165101194796762,11
19,exercise,5.988335250774057,11
20,other,48.156963350289836,11
21,rest,38.8300388283573,11
22,social,1.8595613757820497,11
23,entertainment,4.732106433607233,12
24,exercise,5.867363599503129,12
25,other,44.5676964186717,12
26,rest,35.75919909718205,12
27,social,8.890208750798832,12
28,work,0.1834257002370581,12
29,entertainment,0.20750074510425232,13
30,exercise,3.8307795108350757,13
31,other,36.571518277718674,13
32,rest,38.04984102994406,13
33,social,1.8795245351461838,13
34,work,19.46083590125175,13
35,entertainment,3.5079430629538058,14
36,exercise,2.7362064389022187,14
37,other,42.44266363708702,14
38,rest,38.52008403366226,14
39,social,8.684960309370265,14
40,work,4.10814251802443,14
