,activity_type,duration,day
0,entertainment,1.8426191913480223,8
1,exercise,1.9598093002334296,8
2,other,21.212090110601356,8
3,rest,41.50613931516102,8
4,social,33.45218230603824,8
5,work,0.02715977661793442,8
6,entertainment,0.9220655755288644,9
7,exercise,0.011292860261511951,9
8,other,41.96383176079221,9
9,rest,37.20333654354397,9
10,social,19.89947325987345,9
11,entertainment,7.022319382925217,10
12,exercise,1.5936641198898986,10
13,other,46.28431182290046,10
14,rest,36.607039415076606,10
15,social,4.706745046464646,10
16,work,3.7859202127431693,10
17,entertainment,5.095537709972526,11
18,exercise,1.3214801613872962,11
19,other,46.678340537792465,11
20,rest,38.062769361487426,11
21,social,8.680928454182697,11
22,work,0.16094377517758734,11
23,entertainment,0.31385941954257984,12
24,exercise,0.8815918464186853,12
25,other,37.91902849816049,12
26,rest,38.395507928405,12
27,social,19.00427043206062,12
28,work,3.4857418754126193,12
29,entertainment,1.6157887609477894,13
30,exercise,4.63688943511717,13
31,other,21.55027362939545,13
32,rest,40.246403126172964,13
33,social,28.88012542313515,13
34,work,3.0705196252314786,13
35,entertainment,6.338983937110079,14
36,exercise,0.0017511089527192255,14
37,other,25.771956168889705,14
38,rest,64.87206168437709,14
39,social,3.0082040673304236,14
40,work,0.007043033339997163,14
