,activity_type,duration,day
0,entertainment,3.271323475274992,30
1,exercise,5.827866936143916,30
2,other,60.50454598972538,30
3,social,30.34117907374848,30
4,work,0.0550845251072336,30
5,entertainment,0.0247865429086325,1
6,exercise,0.2963323883891652,1
7,other,24.027915347699782,1
8,rest,4.885808271787478,1
9,social,12.324325639520689,1
10,work,58.44083180969426,1
11,entertainment,0.49825316932190733,2
12,exercise,0.9014385116669849,2
13,other,38.9668809695975,2
14,rest,9.43300930681344,2
15,social,48.55768739065612,2
16,work,1.6427306519440446,2
17,entertainment,0.00043054064455922954,3
18,exercise,0.2601352214564506,3
19,other,88.30992160260831,3
20,rest,10.76267533113392,3
21,social,0.6668373041567559,3
22,entertainment,0.042697031908444545,6
23,exercise,0.8960092028267425,6
24,other,35.19996859385575,6
25,rest,29.34348460037855,6
26,social,34.51784057103051,6
