,activity_type,duration,day
0,entertainment,1.9592604158811606,30
1,exercise,0.9917260378084226,30
2,other,48.561992207902414,30
3,rest,37.597965163083586,30
4,social,10.490270716842963,30
5,work,0.3987854584814562,30
6,entertainment,10.726728720310689,1
7,exercise,0.17047878518042375,1
8,other,13.171433086106566,1
9,rest,37.10515021862443,1
10,social,11.39110330805233,1
11,work,27.43510588172556,1
12,entertainment,2.108697250971824,2
13,exercise,0.837097992176274,2
14,other,39.83442157356924,2
15,rest,32.81165090268183,2
16,social,24.298526016200224,2
17,work,0.10960626440060722,2
18,entertainment,9.090689794536585,3
19,exercise,0.02780623772431782,3
20,other,37.14136863261515,3
21,rest,36.61496525898054,3
22,social,15.082371039158401,3
23,work,2.0427990369850053,3
24,entertainment,4.783744772938149,4
25,exercise,0.5558949211748299,4
26,other,51.30819097523328,4
27,rest,34.1518847071394,4
28,social,7.696084688685826,4
29,work,1.5041999348285144,4
30,entertainment,13.349995465789755,5
31,exercise,0.07983851386999903,5
32,other,37.36698549702619,5
33,rest,29.914963632932956,5
34,social,19.230308496427547,5
35,work,0.057908393953551955,5
36,entertainment,3.7823567952181913,6
37,exercise,4.107346432203201,6
38,other,11.15263806401213,6
39,rest,66.99175327030076,6
40,social,13.442746716088438,6
41,work,0.5231587221772825,6
