,activity_type,duration,day
0,entertainment,0.9374447045543508,8
1,exercise,0.47948351115393567,8
2,other,20.61039271943835,8
3,rest,36.97074108557013,8
4,social,11.468013167172261,8
5,work,29.533924812110975,8
6,entertainment,0.3646498753909402,9
7,exercise,29.953381139528528,9
8,other,12.964301710662154,9
9,rest,38.998446721839905,9
10,social,12.310656369660448,9
11,work,5.408564182918025,9
12,entertainment,0.017196134724867553,10
13,exercise,3.0544985928878856,10
14,other,25.45301629437523,10
15,rest,37.624716217950656,10
16,social,8.486366270083789,10
17,work,25.364206489977576,10
18,entertainment,3.167437105784053,11
19,exercise,2.1426199988405563,11
20,other,51.535068542187034,11
21,rest,36.94618378612763,11
22,social,0.9139791105522803,11
23,work,5.29471145650845,11
24,entertainment,0.9743006471306227,12
25,exercise,0.10498712595761792,12
26,other,39.86931473480257,12
27,rest,45.64277345909772,12
28,social,13.236353984189487,12
29,work,0.17227004882198346,12
30,entertainment,1.3702657820448574,13
31,exercise,2.5096072106076446,13
32,other,53.019123223090624,13
33,rest,37.69540245127531,13
34,social,4.814292002436293,13
35,work,0.5913093305452765,13
36,entertainment,0.17094948339251465,14
37,exercise,0.5357703812558628,14
38,other,22.907562360395207,14
39,rest,69.51366162183673,14
40,social,4.684756811680969,14
41,work,2.1872993414387216,14
