,activity_type,duration,day
0,entertainment,13.858618616860022,16
1,exercise,0.010176041915818213,16
2,other,35.09749453486093,16
3,rest,38.92758662251349,16
4,social,12.082468439325197,16
5,work,0.023655744524546156,16
6,entertainment,8.509973568113004,17
7,exercise,0.00856469498581024,17
8,other,25.781297741830215,17
9,rest,37.67701114558627,17
10,social,27.24358682466741,17
11,work,0.7795660248172895,17
12,entertainment,29.580961996550563,18
13,other,28.138224231566667,18
14,rest,39.37898201304628,18
15,social,2.8860089226618104,18
16,work,0.015822836174674153,18
17,entertainment,10.207520841091354,19
18,exercise,0.017575068218985013,19
19,other,43.646970520395314,19
20,rest,36.1630204333174,19
21,social,9.371300974192133,19
22,work,0.5936121627848162,19
23,entertainment,12.719190134023457,20
24,exercise,1.4174102373051773,20
25,other,39.297353066560966,20
26,rest,35.370014027259074,20
27,social,10.913809873447478,20
28,work,0.28222266140384983,20
29,entertainment,13.294827448592821,21
30,exercise,0.012247372563286792,21
31,other,40.38460369418901,21
32,rest,40.597187315541134,21
33,social,5.40249388385449,21
34,work,0.308640285259254,21
35,entertainment,9.799592684417672,22
36,exercise,3.240334676094564,22
37,other,34.50975065562151,22
38,rest,38.335513658741725,22
39,social,8.386688453029441,22
40,work,5.728119872095084,22
