,activity_type,duration,day
0,entertainment,4.611204477200065,30
1,exercise,6.273626585169331,30
2,other,17.880460841766443,30
3,rest,36.78269845594785,30
4,social,28.995555378629913,30
5,work,5.456454261286396,30
6,entertainment,6.385904242318784,1
7,exercise,0.438037737454019,1
8,other,28.42012678452754,1
9,rest,36.86324905753507,1
10,social,25.718710348832158,1
11,work,2.1739718293324226,1
12,entertainment,5.048654635611988,2
13,exercise,1.3526268623701159,2
14,other,19.892704623606818,2
15,rest,37.13529837823138,2
16,social,36.126841833883894,2
17,work,0.44387366629580854,2
18,entertainment,2.56530383454294,3
19,exercise,4.461391536578188,3
20,other,45.99776106933768,3
21,rest,37.28068423862148,3
22,social,8.971657393624625,3
23,work,0.7232019272950887,3
24,other,2.338290914468165,4
25,rest,91.8454757252751,4
26,social,5.781472607289026,4
27,work,0.03476075296772029,4
