,activity_type,duration,day
0,entertainment,37.95630207698946,16
1,exercise,0.23312878524051414,16
2,other,16.579039796241048,16
3,rest,37.09394859020788,16
4,social,8.124050955749105,16
5,work,0.013529795571994125,16
6,entertainment,2.2749033458987005,17
7,exercise,1.355981111540749,17
8,other,49.99924783714425,17
9,rest,35.65286931457507,17
10,social,10.460234300667219,17
11,work,0.256764090174004,17
12,entertainment,99.81140514184895,18
13,other,0.1618273963332128,18
14,social,0.026767461817834123,18
15,entertainment,1.311921472048549,20
16,exercise,5.055924637783306,20
17,other,55.608462528317126,20
18,rest,29.21120562171502,20
19,social,8.747823487432893,20
20,work,0.0646622527031095,20
21,entertainment,28.148227622857156,21
22,exercise,0.395215233516435,21
23,other,19.597803615301938,21
24,rest,37.48843870008461,21
25,social,13.919346605055862,21
26,work,0.450968223183995,21
27,entertainment,13.73268290296665,22
28,exercise,0.27046339632691824,22
29,other,6.785782617603328,22
30,rest,67.75978149631034,22
31,social,7.306890882989508,22
32,work,4.144398703803257,22
