,activity_type,duration,day
0,entertainment,38.0176345083825,16
1,exercise,0.22168487259806802,16
2,other,7.867379660867445,16
3,rest,38.65901188989657,16
4,social,8.305190857041305,16
5,work,6.929098211214113,16
6,entertainment,50.34202380945929,17
7,exercise,0.0608537943021129,17
8,other,8.394184148563335,17
9,rest,37.37425783481647,17
10,social,3.340985166538799,17
11,work,0.48769524632000316,17
12,entertainment,54.79546004761884,18
13,exercise,2.3090979658349604,18
14,other,3.748303242471143,18
15,rest,37.38361853929549,18
16,social,1.3185588936767936,18
17,work,0.4449613111027675,18
18,entertainment,15.275395124465208,19
19,exercise,0.18636237331029606,19
20,other,31.13526125656684,19
21,rest,36.529879591454275,19
22,social,14.920098068343876,19
23,work,1.9530035858595092,19
24,entertainment,35.95847715543874,20
25,exercise,0.033007539365456647,20
26,other,11.69551558957261,20
27,rest,36.62423210375292,20
28,social,4.260788178938359,20
29,work,11.427979432931917,20
30,entertainment,9.486112505201959,21
31,exercise,0.11262417041536256,21
32,other,10.332130985038674,21
33,rest,29.41912364724174,21
34,social,50.64038805838461,21
35,work,0.009620633717651433,21
36,entertainment,10.437504439247228,22
37,exercise,1.3519308354948056,22
38,other,16.225782693519548,22
39,rest,48.70513764987459,22
40,social,17.74497474058467,22
41,work,5.534669641279163,22
