,activity_type,duration,day
0,entertainment,13.433553136189635,30
1,exercise,0.03457139091183887,30
2,other,29.162976960538963,30
3,rest,39.25710434039073,30
4,social,17.729416231583432,30
5,work,0.38237794038539863,30
6,entertainment,16.71183096940548,1
7,exercise,1.094981353883259,1
8,other,30.06659820127658,1
9,rest,37.642991678598655,1
10,social,13.86631438919477,1
11,work,0.6172834076412598,1
12,entertainment,6.814099318096867,2
13,exercise,1.7708845624468235,2
14,other,33.409699763993004,2
15,rest,37.16311284946844,2
16,social,20.353135070173778,2
17,work,0.4890684358210833,2
18,entertainment,10.511096017736104,3
19,exercise,0.9408439084470883,3
20,other,36.772125734772295,3
21,rest,33.06822648599925,3
22,social,16.06883351302157,3
23,work,2.6388743400236896,3
24,entertainment,8.141140875734386,4
25,exercise,0.3329857387861737,4
26,other,39.97754240901811,4
27,rest,35.18298649099853,4
28,social,15.38052862122381,4
29,work,0.9848158642389854,4
30,entertainment,2.6697575722644626,5
31,exercise,1.0175296765353916,5
32,other,45.07721270337053,5
33,rest,37.61879801472467,5
34,social,12.98386096005332,5
35,work,0.6328410730516308,5
36,entertainment,2.3210722489536244,6
37,exercise,0.005569289719666158,6
38,other,7.6241837948511675,6
39,rest,72.43967338244114,6
40,social,17.609501284034398,6
