,activity_type,duration,day
0,entertainment,3.269515202332227,30
1,exercise,0.037271127587998366,30
2,other,50.853263472314815,30
3,rest,39.47330324276633,30
4,social,5.259528391832609,30
5,work,1.1071185631660319,30
6,entertainment,0.41857274550801354,1
7,exercise,0.016414753505522895,1
8,other,27.095392832189614,1
9,rest,37.346840006741196,1
10,social,33.01696543865324,1
11,work,2.105814223402413,1
12,entertainment,30.003276631350573,2
13,exercise,0.43921012662074654,2
14,other,19.74089781644694,2
15,rest,36.994304090846214,2
16,social,10.511895936819617,2
17,work,2.3104153979159086,2
18,entertainment,1.9897492826706067,3
19,exercise,0.21755088220808977,3
20,other,14.286663204927802,3
21,rest,36.6892003115565,3
22,social,7.821791155435644,3
23,work,38.99504516320136,3
24,entertainment,4.677050217300938,4
25,exercise,0.023536239901413566,4
26,other,45.215331650062915,4
27,rest,33.61110571681864,4
28,social,13.224738748136671,4
29,work,3.248237427779414,4
30,entertainment,0.6462291794231684,5
31,exercise,2.211084680580788,5
32,other,49.545892420387105,5
33,rest,34.7122269623339,5
34,social,12.8596473727107,5
35,work,0.024919384564338475,5
36,entertainment,0.30772478040933215,6
37,exercise,0.09815180983762287,6
38,other,23.501236465413218,6
39,rest,54.303229337304856,6
40,social,21.789092607513712,6
41,work,0.0005649995212617225,6
