,activity_type,duration,day
0,entertainment,0.010039231746833977,3
1,exercise,0.012558605651606153,3
2,other,77.90286148111716,3
3,rest,5.209215374327205,3
4,social,16.61362756935357,3
5,work,0.2516977378036223,3
6,entertainment,0.6279148493447757,4
7,exercise,1.5829500993417605,4
8,other,58.0694712305271,4
9,rest,32.68377542274688,4
10,social,4.772894215521568,4
11,work,2.262994182517904,4
12,entertainment,6.635239132645947,5
13,exercise,1.478898516129246,5
14,other,35.238675062411076,5
15,rest,30.277200027225582,5
16,social,16.480489224353846,5
17,work,9.889498037234299,5
18,exercise,0.12022881142386807,6
19,other,10.066934696068007,6
20,rest,70.01868843117339,6
21,social,18.187362105646216,6
22,work,1.6067859556885162,6
