,activity_type,duration,day
0,entertainment,0.43786829931110355,8
1,exercise,0.0406236696242021,8
2,other,25.94301211603528,8
3,rest,36.31609713245557,8
4,social,36.10405966889353,8
5,work,1.1583391136803272,8
6,entertainment,0.006323875797227409,9
7,exercise,1.0835302911395128,9
8,other,46.60467582651644,9
9,rest,37.66376369071031,9
10,social,12.828557222279283,9
11,work,1.8131490935572254,9
12,entertainment,0.00011731863906150572,10
13,exercise,0.15716515979780168,10
14,other,38.84053896089859,10
15,rest,37.56342916434735,10
16,social,22.585802235366117,10
17,work,0.8529471609510788,10
18,entertainment,0.05703364497634882,11
19,other,60.98487374594146,11
20,rest,36.40590258870119,11
21,social,2.5521900203810013,11
22,other,27.651027493288392,12
23,rest,36.33858139570425,12
24,social,31.1537679301996,12
25,work,4.856623180807752,12
26,entertainment,0.04439018642650707,13
27,other,31.30753338175604,13
28,rest,37.919801976918635,13
29,social,9.315225611588023,13
30,work,21.413048843310794,13
31,entertainment,0.35598005949900147,14
32,other,27.039969579148547,14
33,rest,65.59331322024073,14
34,social,6.5737420214793465,14
35,work,0.4369951196323641,14
