,activity_type,duration,day
0,entertainment,7.750652023541241,8
1,exercise,0.6973756679841758,8
2,other,41.77500094299214,8
3,rest,36.988883267416,8
4,social,12.539246659418199,8
5,work,0.24884143864823427,8
6,entertainment,15.494369664026273,9
7,exercise,0.4867926877781833,9
8,other,33.644357125696416,9
9,rest,36.30787507160854,9
10,social,13.553931081670479,9
11,work,0.512674369220101,9
12,entertainment,26.48432544149808,10
13,exercise,0.7783030829462239,10
14,other,16.521082221605234,10
15,rest,37.26916453648768,10
16,social,18.94712471746278,10
17,entertainment,4.250506393543093,11
18,exercise,4.740338604772639,11
19,other,43.188066771234766,11
20,rest,36.731014731043814,11
21,social,11.072261505335495,11
22,work,0.01781199407018726,11
23,entertainment,11.138474764264163,12
24,exercise,0.5672211826714213,12
25,other,35.15285255010978,12
26,rest,38.32178936932415,12
27,social,14.819662133630493,12
28,entertainment,5.880285991293519,13
29,exercise,0.48225164252733677,13
30,other,30.15898635051652,13
31,rest,39.33556571498419,13
32,social,24.142910300678434,13
33,entertainment,8.953011797103322,14
34,exercise,1.790096496663214,14
35,other,14.078447324776288,14
36,rest,70.99726875080255,14
37,social,4.106057383078805,14
38,work,0.0751182475758317,14
