,activity_type,duration,day
0,entertainment,3.1599927625081246,30
1,exercise,0.4808503626782963,30
2,other,42.92331695772047,30
3,rest,39.051609700369966,30
4,social,13.458621988773272,30
5,work,0.9256082279498651,30
6,entertainment,6.722288188822759,1
7,exercise,0.01136022199877034,1
8,other,38.086711457231495,1
9,rest,38.723375448351135,1
10,social,15.016461218443606,1
11,work,1.4398034651522356,1
12,entertainment,1.7033349727389366,2
13,exercise,0.2771071075080479,2
14,other,49.45548755928377,2
15,rest,37.32869830220955,2
16,social,11.017143735989341,2
17,work,0.21822832227035385,2
18,entertainment,31.25183660689899,3
19,exercise,0.14271216954611463,3
20,other,18.205607117002483,3
21,rest,36.740494061953335,3
22,social,12.806725261175202,3
23,work,0.8526247834238754,3
24,entertainment,8.815874891695268,4
25,exercise,0.04038096016639849,4
26,other,43.48421449528452,4
27,rest,35.83585901500221,4
28,social,11.107728981383907,4
29,work,0.7159416564676996,4
30,entertainment,5.744312826356233,5
31,exercise,0.4548747673680497,5
32,other,10.928768557791322,5
33,rest,33.4577656219109,5
34,social,15.626573096844993,5
35,work,33.7877051297285,5
36,entertainment,5.262145300644628,6
37,exercise,0.2768908510590835,6
38,other,6.428597526328588,6
39,rest,82.57903245206872,6
40,social,4.3967516137545495,6
41,work,1.0565822561444365,6
