,activity_type,duration,day
0,entertainment,4.708466424183928,8
1,exercise,2.700615685352477,8
2,other,34.245896729223794,8
3,rest,40.124434539186,8
4,social,17.541257015908588,8
5,work,0.6793296061452191,8
6,entertainment,7.143171997970854,9
7,exercise,3.706719619961184,9
8,other,35.21949963777849,9
9,rest,37.741172212169836,9
10,social,16.071210752629582,9
11,work,0.11822577949005514,9
12,entertainment,7.6234817787826525,10
13,exercise,0.06928651828721807,10
14,other,43.66625211638325,10
15,rest,32.63377621307823,10
16,social,15.973183002473624,10
17,work,0.03402037099502878,10
18,entertainment,6.291127839239119,11
19,exercise,0.01211125097946953,11
20,other,47.86075712315203,11
21,rest,23.091902911825322,11
22,social,22.299906146113294,11
23,work,0.4441947286907678,11
24,entertainment,14.183166455113641,12
25,exercise,0.567291946307297,12
26,other,40.62741186920717,12
27,rest,29.63402893422316,12
28,social,12.867925963236774,12
29,work,2.120174831911957,12
30,entertainment,10.364587050155645,13
31,exercise,0.019017514965708037,13
32,other,47.2490454993336,13
33,rest,36.100152714902826,13
34,social,5.872553035390531,13
35,work,0.39464418525169476,13
36,entertainment,3.390391953296267,14
37,exercise,0.07002818207868595,14
38,other,14.355273781598585,14
39,rest,70.94626132825465,14
40,social,9.688103629553424,14
41,work,1.549941125218393,14
