,activity_type,duration,day
0,entertainment,4.668346582539272,8
1,exercise,2.186254314006974,8
2,other,49.42894970397771,8
3,rest,37.39375925113403,8
4,social,5.432765938224008,8
5,work,0.8899242101180048,8
6,entertainment,16.832807160178778,9
7,exercise,0.26784958854942864,9
8,other,38.37567141211948,9
9,rest,37.89315752784164,9
10,social,6.193515141311345,9
11,work,0.43699916999933247,9
12,entertainment,5.00512044328986,10
13,exercise,0.3908589163028389,10
14,other,21.019862119886664,10
15,rest,36.458838092939914,10
16,social,36.95866609559585,10
17,work,0.1666543319848675,10
18,entertainment,6.262304927420385,11
19,exercise,0.9363843800384091,11
20,other,51.469568150045255,11
21,rest,35.59306477496507,11
22,social,5.185938500617666,11
23,work,0.5527392669132135,11
24,entertainment,4.010551526438511,12
25,exercise,0.0900651906274835,12
26,other,37.75316832047221,12
27,rest,37.1216624264535,12
28,social,20.115357029022455,12
29,work,0.9091955069858387,12
30,entertainment,1.8368506851940976,13
31,exercise,0.5620648324081123,13
32,other,56.764242957995435,13
33,rest,39.20004448352542,13
34,social,1.4455489506221675,13
35,work,0.1912480902547703,13
36,entertainment,2.9919304545087915,14
37,exercise,0.01955977634481216,14
38,other,55.04766282952359,14
39,rest,39.54051980976029,14
40,social,2.3958212874532108,14
41,work,0.004505842409302454,14
