,activity_type,duration,day
0,entertainment,0.012495898389097568,8
1,exercise,8.10083377644927,8
2,other,54.03295531009916,8
3,rest,30.908660869742572,8
4,social,6.578070132896539,8
5,work,0.36698401242335427,8
6,entertainment,0.6041903235872093,9
7,exercise,3.7598973069908976,9
8,other,58.609674951765726,9
9,rest,31.659846264444084,9
10,social,5.22240759393818,9
11,work,0.14398355927390788,9
12,entertainment,0.013061280811476199,10
13,exercise,15.12473943437326,10
14,other,9.002148925782164,10
15,rest,34.90423144063974,10
16,social,40.762555054074035,10
17,work,0.19326386431932496,10
18,entertainment,0.19198010440648977,11
19,exercise,0.031049733042684845,11
20,other,32.37914788227238,11
21,rest,35.10281832428694,11
22,social,32.218542548843295,11
23,work,0.07646140714819982,11
24,entertainment,0.07935106416004264,12
25,exercise,0.03232100388768628,12
26,other,70.43766501341202,12
27,rest,27.68639140303901,12
28,social,0.7503196289236932,12
29,work,1.013951886577538,12
30,entertainment,4.356888449561918,13
31,exercise,0.04381520526178015,13
32,other,66.91883455442095,13
33,rest,26.002838195068854,13
34,social,2.646726745934682,13
35,work,0.03089684975180542,13
36,entertainment,2.5851790951067257,14
37,exercise,0.05961117125109773,14
38,other,29.701964357150302,14
39,rest,59.801169390151834,14
40,social,1.2117280490485378,14
41,work,6.640347937291505,14
