,activity_type,duration,day
0,entertainment,30.93082668123191,16
1,exercise,0.015001128808099414,16
2,other,21.27052229582457,16
3,rest,35.86545337133542,16
4,social,11.479782096741014,16
5,work,0.43841442605898234,16
6,entertainment,8.768805178780427,17
7,exercise,0.032076286626503844,17
8,other,44.046911542813696,17
9,rest,35.94864858610294,17
10,social,10.569412528572467,17
11,work,0.6341458771039651,17
12,entertainment,17.364653459214193,18
13,exercise,0.04550475511896073,18
14,other,35.398858690858795,18
15,rest,36.13440445838451,18
16,social,7.942039315418308,18
17,work,3.1145393210052297,18
18,entertainment,20.708744137792337,19
19,exercise,0.04763258567059292,19
20,other,33.52353673741801,19
21,rest,32.58475967171454,19
22,social,10.337145345717401,19
23,work,2.7981815216871206,19
24,entertainment,15.0201891593139,20
25,exercise,1.6790378397522978,20
26,other,36.41753988726919,20
27,rest,39.31909767432325,20
28,social,3.695764576039109,20
29,work,3.8683708633022515,20
30,entertainment,17.21766314211465,21
31,exercise,0.012387773859866624,21
32,other,33.35825248716668,21
33,rest,37.22253814273468,21
34,social,7.714168006065364,21
35,work,4.474990448058759,21
36,entertainment,16.121061748539738,22
37,exercise,0.07966547515543618,22
38,other,31.82761969691627,22
39,rest,37.30641974841597,22
40,social,7.795859265987624,22
41,work,6.869374064984959,22
