,activity_type,duration,day
0,entertainment,4.293160666756335,30
1,exercise,6.826273028423079,30
2,other,44.53014460858228,30
3,rest,37.69237835928468,30
4,social,5.508718934886384,30
5,work,1.1493244020672382,30
6,entertainment,4.244384187049839,1
7,exercise,2.8250749756995472,1
8,other,45.66713730020116,1
9,rest,38.13552947817291,1
10,social,8.964047802362181,1
11,work,0.1638262565143617,1
12,entertainment,1.7135895066150728,2
13,exercise,0.018700726523748042,2
14,other,42.43908362886396,2
15,rest,37.24459595688504,2
16,social,18.584030181112176,2
17,entertainment,0.41719335215149544,3
18,exercise,0.8656553231507115,3
19,other,58.73801478913512,3
20,rest,37.28760304250783,3
21,social,2.6427683923725787,3
22,work,0.04876510068226039,3
23,entertainment,3.442304495376237,4
24,exercise,0.3801614948396558,4
25,other,52.14854191910734,4
26,rest,33.3721792808501,4
27,social,10.642309546139895,4
28,work,0.014503263686776435,4
29,entertainment,1.2086688359307087,5
30,exercise,0.07013843346137165,5
31,other,30.758842223273003,5
32,rest,25.82939601318792,5
33,social,42.1162246542803,5
34,work,0.016729839866684595,5
35,entertainment,3.3290854744799696,6
36,exercise,1.132001544619037,6
37,other,48.1754959835037,6
38,rest,38.11339195923835,6
39,social,9.215595561861846,6
40,work,0.03442947629709833,6
