,activity_type,duration,day
0,other,2.0718228825813423,30
1,social,90.28455916363131,30
2,work,7.643617953787345,30
3,entertainment,0.17616451401468053,1
4,exercise,4.025872165885967,1
5,other,39.53839164752442,1
6,rest,31.58095750652886,1
7,social,2.891778371442899,1
8,work,21.78683579460317,1
9,entertainment,0.02470581865296606,2
10,exercise,2.336998765369372,2
11,other,15.674240406996013,2
12,rest,37.49151479602484,2
13,social,7.91690411568333,2
14,work,36.55563609727348,2
15,entertainment,0.03516119167027359,3
16,exercise,0.0486210321219998,3
17,other,40.148591937777674,3
18,rest,35.03346873856637,3
19,social,15.147111883629954,3
20,work,9.587045216233728,3
21,entertainment,2.6871258712077233,4
22,exercise,1.6592434931677595,4
23,other,27.565978436071976,4
24,rest,33.21037904934162,4
25,social,9.321189741289167,4
26,work,25.556083408921758,4
27,entertainment,0.2947411996217125,5
28,exercise,0.1764187655419496,5
29,other,28.50825358053779,5
30,rest,24.684432589366324,5
31,social,9.852362187389746,5
32,work,36.48379167754248,5
33,entertainment,2.722913092731539,6
34,exercise,3.6287627147389623,6
35,other,29.49701399751452,6
36,rest,36.616970870963684,6
37,social,5.971390396926184,6
38,work,21.56294892712511,6
