,activity_type,duration,day
0,entertainment,0.03919160165150665,8
1,exercise,4.237668721451769,8
2,other,33.48193427829826,8
3,rest,34.72472959455983,8
4,social,22.512999047125593,8
5,work,5.003476756913045,8
6,entertainment,2.438467903770553,9
7,exercise,5.4554639291751315,9
8,other,32.40501345465637,9
9,rest,30.454680691623036,9
10,social,28.711131096719296,9
11,work,0.5352429240556202,9
12,entertainment,1.7735149060943625,10
13,exercise,3.531126289161715,10
14,other,21.40893062914726,10
15,rest,33.418116427119806,10
16,social,30.822944266401862,10
17,work,9.04536748207499,10
18,entertainment,1.2784029479502996,11
19,exercise,4.500679474476024,11
20,other,40.814778332494875,11
21,rest,30.979183301420388,11
22,social,13.647168613227587,11
23,work,8.77978733043083,11
24,entertainment,0.7933757756942094,12
25,exercise,3.5692113338857605,12
26,other,38.8383110151967,12
27,rest,36.051081495062284,12
28,social,18.813546094499976,12
29,work,1.9344742856610673,12
30,entertainment,1.0974139037376687,13
31,exercise,5.373085364697771,13
32,other,33.70496466680707,13
33,rest,34.34156975419754,13
34,social,25.478560359632894,13
35,work,0.004405950927052951,13
36,exercise,10.51029529366198,14
37,other,12.344528592872383,14
38,rest,62.739842893640606,14
39,social,13.81637808086239,14
40,work,0.5889551389626407,14
