,activity_type,duration,day
0,entertainment,0.7948549079114331,16
1,exercise,0.2990976503093037,16
2,other,51.224440518446265,16
3,rest,38.43738662410965,16
4,social,8.646676622429318,16
5,work,0.5975436767940274,16
6,entertainment,0.034522236871503624,17
7,exercise,1.3752551754304174,17
8,other,51.69772738194523,17
9,rest,39.10601260768248,17
10,social,7.784166609336012,17
11,work,0.002315988734364125,17
12,entertainment,3.808751134373862,18
13,exercise,0.48099639124929444,18
14,other,51.005386108777614,18
15,rest,35.101067694780134,18
16,social,9.50978394816615,18
17,work,0.0940147226529406,18
18,entertainment,3.2362425750345314,19
19,exercise,0.014975394544142085,19
20,other,61.96305466342393,19
21,rest,31.537492805294292,19
22,social,3.248234561703099,19
23,entertainment,11.043744629188385,20
24,exercise,1.722467125301384,20
25,other,40.16855889829189,20
26,rest,38.85700813292912,20
27,social,8.20822121428922,20
28,entertainment,3.2346517677936095,21
29,exercise,2.313639575456171,21
30,other,54.57892103839076,21
31,rest,36.21927194033569,21
32,social,3.650480606847226,21
33,work,0.0030350711765484385,21
34,entertainment,6.134476062183576,22
35,exercise,0.03944041542137984,22
36,other,55.64854320085074,22
37,rest,36.356553656144605,22
38,social,1.8209866653996911,22
