,activity_type,duration,day
0,entertainment,0.3122838703337396,8
1,exercise,34.72905668636789,8
2,other,27.941356165807917,8
3,rest,32.254807368987116,8
4,social,4.670357513054945,8
5,work,0.09213839544839453,8
6,entertainment,0.1569084054567085,9
7,exercise,2.495833152918125,9
8,other,43.71655360329145,9
9,rest,37.65393717273318,9
10,social,15.93796842408338,9
11,work,0.03879924151714736,9
12,entertainment,39.99693829109692,10
13,exercise,4.308040670188294,10
14,other,11.606311754130806,10
15,rest,36.75732363484018,10
16,social,7.29951811872832,10
17,work,0.03186753101547576,10
18,entertainment,6.3284540658717,11
19,exercise,0.6219490610305803,11
20,other,22.35590069138307,11
21,social,60.91195038142393,11
22,work,9.781745800290718,11
23,entertainment,5.200204901906491,12
24,exercise,0.8736880302893402,12
25,other,29.34184516644272,12
26,rest,0.38456998289083655,12
27,social,63.74064898233996,12
28,work,0.4590429361306475,12
29,entertainment,38.65096834561197,13
30,exercise,1.4286501598300263,13
31,other,15.899262880262786,13
32,rest,34.925592386421776,13
33,social,8.55672457767262,13
34,work,0.5388016502008129,13
35,entertainment,0.19429428554999614,14
36,exercise,18.67107284111086,14
37,other,13.585452191637975,14
38,rest,65.59503894583294,14
39,social,1.9332390576983451,14
40,work,0.020902678169879396,14
