,activity_type,duration,day
0,entertainment,0.4697331774711826,16
1,exercise,4.668158747869942,16
2,other,38.953629997369354,16
3,rest,37.113227325459455,16
4,social,15.167720889531445,16
5,work,3.627529862298615,16
6,entertainment,0.45724354394216055,17
7,exercise,0.034989411783503795,17
8,other,31.062393021274936,17
9,rest,34.11261962918953,17
10,social,33.574964786250625,17
11,work,0.7577896075592465,17
12,entertainment,2.327841971031218,18
13,exercise,8.337730469880821,18
14,other,42.03471510438177,18
15,rest,30.788131313114775,18
16,social,10.848953694095627,18
17,work,5.662627447495793,18
18,entertainment,6.541221448525837,19
19,exercise,0.9114538996462175,19
20,other,30.075588656689956,19
21,rest,37.555721012359534,19
22,social,23.90360452650001,19
23,work,1.012410456278451,19
24,entertainment,1.0304302921882798,20
25,exercise,0.002827406195355467,20
26,other,29.92016834244441,20
27,rest,45.21408798862597,20
28,social,21.158031909844546,20
29,work,2.6744540607014344,20
30,entertainment,0.5767039031844946,21
31,exercise,2.3504056425173534,21
32,other,15.460081155337779,21
33,rest,34.81392649512387,21
34,social,46.49547166833599,21
35,work,0.3034111355005169,21
36,entertainment,1.1567258567381087,22
37,exercise,0.14953860566199914,22
38,other,28.6112306461867,22
39,rest,30.693814969728905,22
40,social,36.3721411265003,22
41,work,3.016548795183984,22
