,activity_type,duration,day
0,exercise,0.8927561241173991,30
1,other,41.60393156261583,30
2,rest,35.29033071477157,30
3,social,22.15697970034792,30
4,work,0.05600189814728259,30
5,entertainment,4.955398697072362,1
6,exercise,0.21548230240824925,1
7,other,55.90174440430684,1
8,rest,37.72832925800236,1
9,social,1.1925243927833082,1
10,work,0.006520945426883498,1
11,entertainment,0.003507594389778498,2
12,exercise,0.10430671489551527,2
13,other,50.42689514038532,2
14,rest,36.725139206934514,2
15,social,12.740151343394867,2
16,entertainment,17.689021233178444,3
17,exercise,0.529619060176992,3
18,other,45.74488400365569,3
19,rest,34.329800652901454,3
20,social,1.7066750500874175,3
21,entertainment,1.8507628951759447,4
22,exercise,2.8972107773127207,4
23,other,27.36938770096431,4
24,rest,26.982580328292986,4
25,social,40.89760872775493,4
26,work,0.002449570499115164,4
27,exercise,0.29048300013647577,5
28,other,56.841181772028634,5
29,rest,35.16348395054071,5
30,social,7.701907822076519,5
31,work,0.0029434552176545187,5
32,exercise,0.009846298011752122,6
33,other,11.478164735136238,6
34,rest,83.22813834677395,6
35,social,5.283850620078062,6
