,activity_type,duration,day
0,entertainment,0.006012060220571798,8
1,exercise,0.8214237613836902,8
2,other,30.24626768617138,8
3,rest,38.12685447065407,8
4,social,28.55868955600079,8
5,work,2.2407524655695004,8
6,entertainment,0.8660466422246814,9
7,exercise,0.10126643227575263,9
8,other,32.16433258470695,9
9,rest,36.93117484771327,9
10,social,29.553710891873425,9
11,work,0.38346860120591636,9
12,entertainment,0.3455364914936475,10
13,exercise,0.3731955821252104,10
14,other,43.671174384443084,10
15,rest,36.2608597660108,10
16,social,19.32975727463459,10
17,work,0.019476501292658797,10
18,exercise,8.502005051461675,11
19,other,36.410425087752316,11
20,rest,36.17601794106412,11
21,social,18.72509530291171,11
22,work,0.18645661681017722,11
23,exercise,3.882151271249711,12
24,other,36.76190069348011,12
25,rest,34.05922784648493,12
26,social,11.360872597676943,12
27,work,13.935847591108308,12
28,exercise,0.1159145771326188,13
29,other,38.07652019000911,13
30,rest,38.14881355381085,13
31,social,9.23220661406964,13
32,work,14.426545064977784,13
33,exercise,0.06004322047188583,14
34,other,35.18986469862929,14
35,rest,57.321390033105956,14
36,social,6.824921119761281,14
37,work,0.6037809280315837,14
