,activity_type,duration,day
0,entertainment,1.597142109019255,8
1,exercise,0.3023891211070593,8
2,other,51.20699171818184,8
3,rest,38.31877704635643,8
4,social,7.899816610249713,8
5,work,0.6748833950856951,8
6,entertainment,0.9665707675134123,9
7,exercise,4.402292064424015,9
8,other,39.05921700715935,9
9,rest,39.678067545471876,9
10,social,15.3762302050345,9
11,work,0.5176224103968465,9
12,entertainment,4.751688656562054,10
13,exercise,0.4080638152229623,10
14,other,42.00220606024471,10
15,rest,39.079773615106696,10
16,social,10.96085275006507,10
17,work,2.797415102798509,10
18,entertainment,42.07111165373469,11
19,exercise,1.1641470779446061,11
20,other,19.692948810775242,11
21,rest,35.362198931993,11
22,social,1.6418764300803732,11
23,work,0.06771709547209383,11
24,entertainment,20.309928519861558,12
25,exercise,0.00797433453753472,12
26,other,36.08402399728509,12
27,rest,34.413593897849864,12
28,social,9.180864704308762,12
29,work,0.0036145461571961027,12
30,entertainment,9.22460623601321,13
31,exercise,8.000544105391697,13
32,other,38.13864697771087,13
33,rest,36.2566680346076,13
34,social,2.2093691172951315,13
35,work,6.170165528981493,13
36,entertainment,5.143258268208606,14
37,exercise,0.26341127607718234,14
38,other,15.947394901150853,14
39,rest,70.1621230695697,14
40,social,8.467713422920498,14
41,work,0.016099062073157592,14
