,activity_type,duration,day
0,entertainment,0.9706457232473051,16
1,exercise,0.17393196928452107,16
2,other,46.11742232274448,16
3,rest,37.95273713069577,16
4,social,13.559815790021792,16
5,work,1.225447064006128,16
6,entertainment,6.958770199787277,17
7,exercise,1.6743575815890754,17
8,other,27.647892631580728,17
9,rest,39.12494689205763,17
10,social,22.004450121125878,17
11,work,2.589582573859416,17
12,entertainment,2.238287628887044,18
13,exercise,1.1118203218337364,18
14,other,45.2221312025702,18
15,rest,36.070023263089524,18
16,social,14.023594149727478,18
17,work,1.3341434338920173,18
18,entertainment,1.6563126149744072,19
19,exercise,2.843094170822293,19
20,other,48.39888144184956,19
21,rest,29.50801630206904,19
22,social,17.07396473751182,19
23,work,0.5197307327728823,19
24,entertainment,0.09772194241663994,20
25,other,21.824991354321895,20
26,rest,28.77401517866687,20
27,social,46.0092392432045,20
28,work,3.2940322813900997,20
29,entertainment,3.240734164835884,21
30,exercise,0.8894138293733013,21
31,other,35.56872381775904,21
32,rest,33.21372992729225,21
33,social,25.038190309897296,21
34,work,2.049207950842221,21
35,entertainment,5.6402921924380465,22
36,exercise,0.9447702291617744,22
37,other,36.63538167574452,22
38,rest,40.2126058037178,22
39,social,9.066005047335981,22
40,work,7.50094505160188,22
